REF_DATE;NUTS1;NUTS2;NUTS3;T;T_MAX;T_MIN;MEAN_T_MAX;MEAN_T_MIN;NUM_FROST;NUM_ICE;NUM_SUMMER;NUM_HEAT;P;P_MAX;P_MIN;SUN_H;NUM_CLEAR;NUM_CLOUD;REL_HUM;REL_HUM_MAX;REL_HUM_MIN;WIND_VEL;NUM_WIND_VEL60;WIND_VEL_MAX;PRECP_SUM;NUM_PRECP_01;STAT_NUM
200111;AT1;AT13;AT130;4,2;17,7;-2,6;7,6;1,9;6;0;0;0;994,9;1011,6;968,8;83;2;13;78;99;51;15,1;5;85;55;12;5904
200112;AT1;AT13;AT130;-1,6;9,5;-13,6;1,4;-3,9;27;9;0;0;996,6;1017;969,5;63;3;16;79;99;43;13,7;9;79;52;19;5904
200201;AT1;AT13;AT130;1,4;18,7;-12,3;4,5;-1,1;18;10;0;0;1000,5;1013,3;982;77;4;16;77;98;27;13,3;8;103;13;10;5904
200202;AT1;AT13;AT130;6,1;16,6;-3,8;10;3,2;5;0;0;0;990,8;1007,5;971,7;100;1;11;75;99;52;15,5;11;91;34;16;5904
200203;AT1;AT13;AT130;7,2;18,9;0,1;12,5;3,3;0;0;0;0;992,3;1005,1;978,9;203;3;6;69;99;34;13,7;8;81;66;8;5904
200204;AT1;AT13;AT130;10,2;21,8;-1,6;14,9;6,5;2;0;0;0;990,5;1006,7;973,8;177;3;14;69;97;43;13,3;3;64;57;12;5904
200205;AT1;AT13;AT130;17,6;28,3;7,4;23,2;12,7;0;0;6;0;989;1001,6;977,8;258;1;8;68;95;41;13,7;5;81;47;6;5904
200206;AT1;AT13;AT130;20,5;35,1;9,3;26,3;15,2;0;0;18;10;991,2;1000,5;972;283;2;7;66;95;44;12,6;5;65;71;11;5904
200207;AT1;AT13;AT130;21,7;33,4;11,9;28,1;16,3;0;0;27;8;989,3;997,2;980,2;293;3;4;67;94;42;11,2;6;78;52;14;5904
200208;AT1;AT13;AT130;20,4;29,5;14,6;25,7;16,4;0;0;21;0;988,7;996,6;972,1;226;2;10;76;96;47;11,9;3;80;207;15;5904
200209;AT1;AT13;AT130;14,6;27,1;5,2;19,4;11,3;0;0;5;0;992,1;1004,7;980,5;204;5;9;75;95;43;11,5;1;63;41;13;5904
200210;AT1;AT13;AT130;9,1;18,9;2,5;13,3;6,3;0;0;0;0;990;1001,7;975,8;99;0;14;82;97;44;11,5;6;84;92;19;5904
200211;AT1;AT13;AT130;7,5;20,4;-1,2;10,4;5,2;5;0;0;0;986,7;1003,4;972,8;49;0;20;81;97;56;11,2;6;73;69;13;5904
200212;AT1;AT13;AT130;-0,5;14,3;-8,9;1,7;-2,4;24;14;0;0;994,8;1007,2;974;30;1;21;84;96;55;12,2;1;89;64;18;5904
200301;AT1;AT13;AT130;-0,4;12,3;-13,7;2,2;-2,8;20;12;0;0;990,9;1009;971,1;64;0;18;80;97;51;15,1;8;99;68;20;5904
200302;AT1;AT13;AT130;-1,7;9,1;-9,5;2,1;-4,4;28;6;0;0;997,4;1011,1;967,2;134;7;7;74;95;44;11,2;2;62;1;2;5904
200303;AT1;AT13;AT130;6,4;21,5;-4,6;11,9;2,7;9;0;0;0;998;1013,2;986,9;184;5;9;67;96;28;13,3;3;63;14;9;5904
200304;AT1;AT13;AT130;10,1;27,9;-3;16;5,2;6;0;2;0;991;1002,7;977,3;225;3;7;63;94;31;14;5;87;28;10;5904
200305;AT1;AT13;AT130;17,8;31,1;5,5;23,9;12,6;0;0;16;1;992,6;1002,3;984;285;5;4;67;93;38;13,7;4;72;111;16;5904
200306;AT1;AT13;AT130;22,5;34,6;12,1;28,1;17;0;0;26;9;991;997,2;979,5;320;2;0;64;93;41;11,5;4;92;29;9;5904
200307;AT1;AT13;AT130;21,7;35,5;12;27,5;16,7;0;0;21;10;990,7;997,5;974,6;256;4;5;65;94;41;13,3;6;78;36;15;5904
200308;AT1;AT13;AT130;23,5;37,6;13,7;30,8;17,9;0;0;30;19;991,4;998,6;976,3;323;5;2;61;94;32;10,4;5;101;19;8;5904
200309;AT1;AT13;AT130;15,8;30,5;6;22,2;11,2;0;0;7;1;995,4;1007,6;982,6;246;10;7;71;97;31;12,6;3;82;43;11;5904
200310;AT1;AT13;AT130;7,9;23,6;-2,8;12;4,9;5;0;0;0;989,1;1006;970;125;4;8;80;98;49;14,8;9;93;36;13;5904
200311;AT1;AT13;AT130;6,7;17,8;-1;9,6;4,6;1;0;0;0;994,7;1010,5;967,6;69;2;13;85;98;51;12,6;5;89;25;15;5904
200312;AT1;AT13;AT130;1,1;10,2;-11,1;3,9;-1;19;4;0;0;994,8;1009,2;977,5;73;3;15;82;98;48;14;7;102;37;13;5904
200401;AT1;AT13;AT130;-1,5;9;-12,3;1,5;-3,8;26;13;0;0;987;1003,9;967,7;94;2;11;80;97;49;13,7;7;96;72;23;5904
200402;AT1;AT13;AT130;3,2;18,2;-5,5;6,4;0,9;18;0;0;0;993;1006,5;971,8;93;1;14;73;98;30;18,7;9;86;89;17;5904
200403;AT1;AT13;AT130;4,5;22,1;-8,2;8,6;1,5;11;0;0;0;995,8;1008,5;976,3;147;2;14;76;98;38;16,2;9;80;90;12;5904
200404;AT1;AT13;AT130;11,5;23,8;1,2;16,7;7,3;0;0;0;0;988,6;1000,4;971,9;190;1;8;70;95;39;13,3;0;58;26;10;5904
200405;AT1;AT13;AT130;14,3;26;5,1;19,4;9,8;0;0;1;0;988,6;1000,1;966,1;225;1;7;70;96;42;13;4;77;54;12;5904
200406;AT1;AT13;AT130;18,1;30,4;10,7;23;13,5;0;0;8;1;991,8;1002,1;979,5;221;2;11;71;96;40;12,2;3;75;122;18;5904
200407;AT1;AT13;AT130;20,2;31,4;10,4;25,4;15,6;0;0;17;4;991,4;996,9;984,1;245;1;7;71;97;41;14,4;5;83;46;17;5904
200408;AT1;AT13;AT130;20,7;32,4;11,4;26,8;15,8;0;0;24;4;989,2;998,8;981,5;282;1;5;71;97;38;12,2;4;105;26;12;5904
200409;AT1;AT13;AT130;15,5;26,9;6,5;21,1;11,3;0;0;4;0;995,2;1006,1;974,5;218;2;6;73;96;35;12,2;3;74;40;12;5904
200410;AT1;AT13;AT130;11,3;22,2;0,1;15,5;8,3;0;0;0;0;990,7;1004,7;976,1;111;0;13;84;97;47;10,4;1;75;38;15;5904
200411;AT1;AT13;AT130;6,2;15,5;-4,1;9,1;3,9;3;0;0;0;993,6;1006,9;972,4;67;2;19;78;96;46;18;13;119;48;12;5904
200412;AT1;AT13;AT130;1,4;11,4;-5,8;3,5;-0,3;16;7;0;0;995,6;1007,8;972,6;42;2;19;81;97;40;11,9;4;83;14;8;5904
200501;AT1;AT13;AT130;1,8;12,8;-8,9;5,1;-0,6;14;7;0;0;994,9;1006,9;970,2;90;3;14;76;97;43;17,6;12;112;61;19;5904
200502;AT1;AT13;AT130;-1;9,2;-10,6;1,8;-3;22;7;0;0;991,5;1011,4;968,9;92;6;15;77;97;42;14,8;7;76;75;16;5904
200503;AT1;AT13;AT130;4;20,2;-10,5;9;0;15;5;0;0;991,5;1003,4;974,5;213;4;8;68;94;35;14;8;90;18;10;5904
200504;AT1;AT13;AT130;11,3;22;-0,9;17;6,4;2;0;0;0;989,3;1005,3;971;216;5;9;62;94;29;12,2;3;72;29;11;5904
200505;AT1;AT13;AT130;15,9;33,7;4;21,9;10,5;0;0;10;3;991,3;1002,7;981,3;287;2;9;63;95;31;13,7;8;80;47;12;5904
200506;AT1;AT13;AT130;19,2;31,6;7,8;24,3;14,3;0;0;18;1;992,5;1002,5;982,5;259;1;6;63;93;32;13;2;65;45;10;5904
200507;AT1;AT13;AT130;20,8;35,6;10,7;26,4;16;0;0;19;7;989,8;997,1;983,1;233;4;10;67;94;36;13,7;6;89;63;14;5904
200508;AT1;AT13;AT130;18,7;30,2;10,9;23,8;14,6;0;0;12;1;990,8;1001,2;983,8;208;4;10;70;94;36;13;3;71;104;14;5904
200509;AT1;AT13;AT130;16,5;28,7;7,2;21,6;12,9;0;0;6;0;993,9;1001,9;978,3;196;5;10;74;96;39;10,4;1;60;43;10;5904
200510;AT1;AT13;AT130;10,7;21,2;-0,2;15,3;7,5;1;0;0;0;998;1005;986,8;180;5;6;77;96;40;10,4;1;64;3;5;5904
200511;AT1;AT13;AT130;4,2;14;-5,3;6,7;2,4;8;1;0;0;993,7;1008,7;971,6;65;0;17;81;98;51;10,8;1;63;24;12;5904
200512;AT1;AT13;AT130;0,5;7,2;-8,4;2,9;-1,3;20;5;0;0;991,3;1015,4;963,5;69;1;15;78;96;52;16,9;10;103;83;20;5904
200601;AT1;AT13;AT130;-3,4;6,2;-16,1;-0,6;-5,6;26;15;0;0;1001,1;1017,4;978,6;109;8;11;79;97;45;11,5;1;86;47;9;5904
200602;AT1;AT13;AT130;-0,6;10,6;-11,2;2,8;-2,9;20;6;0;0;989,7;1005,1;970,7;102;1;12;78;96;48;13;4;81;35;16;5904
200603;AT1;AT13;AT130;3,5;21,9;-4,5;7,6;0,5;18;0;0;0;986,4;1001,6;970,1;145;2;14;74;96;35;15,1;4;72;77;17;5904
200604;AT1;AT13;AT130;11,7;25,3;0;17,4;7,3;0;0;2;0;988,7;994,2;977,6;204;3;11;69;97;33;12,2;1;77;70;15;5904
200605;AT1;AT13;AT130;14,9;25;4,4;20,2;10,3;0;0;2;0;991,7;1001,6;979,1;235;3;10;69;95;36;14;5;75;74;15;5904
200606;AT1;AT13;AT130;19,4;31,4;7,5;24,3;14,7;0;0;18;4;994,2;1003,5;987,3;263;2;6;67;95;39;12,6;4;69;65;13;5904
200607;AT1;AT13;AT130;23,9;34,9;14,3;29,8;18,3;0;0;26;17;994,1;1002,4;983,1;363;8;3;60;89;32;11,9;0;59;37;6;5904
200608;AT1;AT13;AT130;17,7;31;10,5;22,5;14,2;0;0;7;1;986,3;997,2;978,9;205;0;8;75;95;44;15,1;5;68;207;20;5904
200609;AT1;AT13;AT130;17,5;28,1;8,8;23,2;13,4;0;0;5;0;992,9;1003,9;986,3;269;11;6;74;96;45;13;1;65;17;5;5904
200610;AT1;AT13;AT130;12,3;25,7;1,2;17,8;8,6;0;0;1;0;992,3;1004,4;973,8;212;7;6;78;97;44;11,5;3;96;15;7;5904
200611;AT1;AT13;AT130;7,8;18;-0,8;10,6;5,7;2;0;0;0;993,8;1011,2;974,6;54;0;18;81;97;51;14,8;10;95;32;13;5904
200612;AT1;AT13;AT130;3,5;15,2;-6,3;6,3;1,3;13;2;0;0;1001,5;1015,2;977,8;67;3;16;83;98;49;11,5;3;77;18;12;5904
200701;AT1;AT13;AT130;6;18,6;-7,7;9,4;3,2;8;2;0;0;992,5;1007,2;965,9;80;1;13;73;98;49;17,6;19;122;54;19;5904
200702;AT1;AT13;AT130;5,2;14,5;-0,9;9;2,5;4;0;0;0;988,2;1003,4;974,1;104;0;11;78;97;46;14,4;6;94;72;11;5904
200703;AT1;AT13;AT130;7,7;18,4;1;12,9;4;0;0;0;0;990,9;1010,8;963,5;177;4;9;72;97;42;13,7;6;88;89;9;5904
200704;AT1;AT13;AT130;13,2;25,3;1,1;19,6;7,4;0;0;1;0;995;1004,4;982,3;317;9;1;60;87;38;11,9;1;64;2;2;5904
200705;AT1;AT13;AT130;16,8;30,7;2,7;22,4;11,7;0;0;14;1;986,8;994,6;969,2;268;4;8;67;94;36;14;9;89;87;12;5904
200706;AT1;AT13;AT130;21,1;34,6;10,4;27;15,8;0;0;22;4;988;995,1;977,7;280;0;5;65;92;40;12,2;6;113;66;15;5904
200707;AT1;AT13;AT130;22,1;36,8;11,3;28,4;16,3;0;0;25;11;988,7;995,9;978,3;313;7;5;63;93;32;15,1;10;94;56;15;5904
200708;AT1;AT13;AT130;20,5;32,9;11,5;26,5;15,7;0;0;21;6;989,4;1001,2;980,8;265;2;8;66;94;38;12,6;2;66;58;17;5904
200709;AT1;AT13;AT130;13,6;25,2;5,4;18,4;10,1;0;0;1;0;992,6;1003,1;979,2;177;4;13;77;95;44;13,7;4;72;196;14;5904
200710;AT1;AT13;AT130;9,1;21,4;0,5;13;6,3;0;0;0;0;997,5;1003,5;989,6;125;5;17;80;97;47;11,5;1;64;69;14;5904
200711;AT1;AT13;AT130;3,7;15,4;-2,8;6,5;1,8;10;1;0;0;992;1005,4;972,7;67;3;14;79;97;51;17,3;9;95;55;16;5904
200712;AT1;AT13;AT130;0,8;12,1;-5,4;2,5;-0,7;18;13;0;0;999,1;1014;970,5;30;0;24;83;96;49;11,9;1;72;60;13;5904
200801;AT1;AT13;AT130;3,3;13;-7,2;5,8;1,2;12;3;0;0;996,3;1012,4;979,3;62;0;17;79;97;44;15,5;7;105;40;16;5904
200802;AT1;AT13;AT130;4,4;19;-9;8,9;1,2;13;0;0;0;1001,3;1019,1;982,5;143;3;5;72;98;34;13,3;8;88;9;8;5904
200803;AT1;AT13;AT130;6,4;18,1;-1,4;11;3;6;0;0;0;982,1;1002,7;958,9;151;1;11;67;95;36;15,8;11;117;63;16;5904
200804;AT1;AT13;AT130;11;24;1,1;16,8;6,2;0;0;0;0;985,3;1002,6;970,3;205;2;12;69;93;34;14,8;6;109;60;11;5904
200805;AT1;AT13;AT130;16,2;29,4;7,8;21,5;11,1;0;0;6;0;990,6;999,8;978,7;294;3;8;64;93;37;11,9;1;70;56;9;5904
200806;AT1;AT13;AT130;20,4;32,4;10,3;25,5;15,6;0;0;18;3;990,4;996,6;983,6;267;1;7;67;93;38;10,4;4;103;115;15;5904
200807;AT1;AT13;AT130;20,5;31,4;12,7;25,7;16;0;0;19;2;990;999,2;981,9;251;3;7;66;92;38;14;4;90;96;13;5904
200808;AT1;AT13;AT130;20,1;30,3;10;25,8;15,7;0;0;22;1;989,9;998;977,9;273;4;5;68;89;41;12,2;4;76;44;10;5904
200809;AT1;AT13;AT130;14,5;30,7;4,6;19,4;11,2;0;0;9;2;992,6;1005,2;981;172;2;13;73;94;39;11,9;1;72;60;12;5904
200810;AT1;AT13;AT130;10,6;20;0,5;15,2;7,4;0;0;0;0;993,6;1008,8;968,3;123;2;9;79;94;36;9,7;4;69;28;6;5904
200811;AT1;AT13;AT130;7,2;19,1;-3,7;9,9;5,2;6;0;0;0;990,4;1003,7;968,2;61;1;16;78;94;48;15,1;5;115;58;11;5904
200812;AT1;AT13;AT130;2,5;10,8;-6,9;4,5;0,9;10;5;0;0;994,2;1013,9;971,9;36;1;19;80;95;55;16,2;7;76;40;17;5904
200901;AT1;AT13;AT130;-1,6;8,8;-10,9;0,8;-3,4;25;14;0;0;991,7;1011,9;959,3;76;2;19;81;95;40;11,9;2;82;35;8;5904
200902;AT1;AT13;AT130;1,2;13;-6,1;3,4;-0,7;16;4;0;0;987,6;1003,4;964,5;36;0;25;77;94;45;17,6;7;77;72;18;5904
200903;AT1;AT13;AT130;5,8;19,5;-2;9,4;3,1;1;0;0;0;987,7;1005,4;959,3;97;0;19;73;93;37;18;14;92;142;22;5904
200904;AT1;AT13;AT130;14,3;25,2;5,2;21,1;8,7;0;0;1;0;989,8;997,8;981;310;9;4;62;87;33;12,2;3;67;4;2;5904
200905;AT1;AT13;AT130;16,3;28,8;6,3;21,7;11,5;0;0;11;0;993,5;1000,4;984,8;251;3;6;67;95;44;13,7;4;73;83;16;5904
200906;AT1;AT13;AT130;18,2;30,7;8,2;23,3;13,8;0;0;11;1;989;1000,8;973,6;192;2;12;70;94;31;13,3;4;71;141;13;5904
200907;AT1;AT13;AT130;21,4;33,1;11,1;27,3;16,1;0;0;24;8;990,4;998,3;979;330;3;2;66;92;45;14;6;111;148;12;5904
200908;AT1;AT13;AT130;21,1;33,5;10,2;26,7;16,6;0;0;21;5;992,8;1000,4;983,5;280;4;6;70;91;44;11,2;1;90;84;9;5904
200909;AT1;AT13;AT130;17,2;27,9;9,5;22,5;13,5;0;0;4;0;994,8;1001,9;982,6;229;6;9;75;95;53;10,8;2;78;20;7;5904
200910;AT1;AT13;AT130;9,9;27,1;-0,1;13,7;7,3;1;0;2;0;991,8;1004,9;978,1;105;1;15;79;97;46;12,6;6;82;41;20;5904
200911;AT1;AT13;AT130;6,8;16,6;-0,3;10,1;4,3;1;0;0;0;988,2;1003,6;971,6;70;0;17;84;99;51;11,9;4;69;75;15;5904
200912;AT1;AT13;AT130;1,4;14,2;-12,4;4,2;-0,8;13;7;0;0;984,8;1000,9;965;56;0;17;80;99;50;12,2;4;78;55;13;5904
201001;AT1;AT13;AT130;-1,9;6,5;-11,7;0,2;-3,4;28;12;0;0;989,8;1009,6;962,8;46;1;21;81;95;60;13,3;4;76;62;17;5904
201002;AT1;AT13;AT130;0,9;14,4;-6,4;3,9;-1,2;19;7;0;0;982,1;996,3;967,7;66;0;17;76;96;41;12,2;3;76;18;9;5904
201003;AT1;AT13;AT130;6;22,8;-6,6;11,2;2,4;8;0;0;0;991,9;1003,3;973,6;173;2;11;67;95;35;14,8;8;86;17;10;5904
201004;AT1;AT13;AT130;10,8;25,9;0,5;16,2;6,2;0;0;1;0;993;1003;984,7;221;4;9;67;96;38;12,6;5;75;90;12;5904
201005;AT1;AT13;AT130;14,7;25,2;6,3;18,8;11,6;0;0;1;0;986,3;998,4;974,1;142;0;21;75;95;47;14;3;79;164;25;5904
201006;AT1;AT13;AT130;19,2;32,2;10,5;23,7;15;0;0;14;3;988,4;997,4;980,2;246;3;14;67;94;45;14;1;126;118;12;5904
201007;AT1;AT13;AT130;22,3;34,1;12,5;27,7;17,3;0;0;21;12;991,1;999,4;984,2;306;9;7;64;90;38;12,6;7;79;87;11;5904
201008;AT1;AT13;AT130;19,5;29,7;9,5;24,7;15,3;0;0;19;0;989,5;1001,3;981,5;242;3;7;70;91;44;13,3;4;78;120;18;5904
201009;AT1;AT13;AT130;14,2;24,5;6,2;18,6;11,3;0;0;0;0;991,1;999,7;975,5;164;2;13;72;94;43;14;3;90;64;14;5904
201010;AT1;AT13;AT130;7,8;17,3;-1,4;11,8;5,1;2;0;0;0;992,4;1004,3;980,7;143;6;14;77;94;49;12,2;2;66;22;6;5904
201011;AT1;AT13;AT130;7,5;19,8;-2,8;10,5;5,4;3;0;0;0;982,7;1000;956,7;73;0;16;78;97;51;12,6;11;86;35;12;5904
201012;AT1;AT13;AT130;-2,2;9,1;-14,2;0,5;-4,3;26;16;0;0;986,7;1001,6;968,9;60;1;16;83;98;54;13;8;87;41;15;5904
201101;AT1;AT13;AT130;1,1;13,6;-8,1;3,7;-0,7;17;6;0;0;994,9;1003,8;981,5;61;0;18;82;97;53;13,7;5;72;30;13;5904
201102;AT1;AT13;AT130;0,7;17,7;-9,9;4,6;-2,1;20;5;0;0;994,9;1005,1;979,9;139;6;10;71;98;24;14,4;6;111;9;5;5904
201103;AT1;AT13;AT130;6,4;20,5;-6,6;12,1;2,1;10;0;0;0;997,1;1011,5;975,9;200;8;10;67;96;23;12,6;3;85;37;7;5904
201104;AT1;AT13;AT130;13;26,2;2,9;19;8,3;0;0;2;0;992,3;1001,9;982,6;246;8;9;67;94;38;14;8;84;43;10;5904
201105;AT1;AT13;AT130;16;29,1;2;22,1;10,3;0;0;12;0;994,1;1003,6;977,6;327;8;5;64;95;37;13;5;80;55;9;5904
201106;AT1;AT13;AT130;19,8;30,3;11,2;25;15,2;0;0;17;1;991,1;1000,6;979;274;2;5;69;99;37;14,8;8;87;112;16;5904
201107;AT1;AT13;AT130;19,4;32,8;11,8;24,3;15,3;0;0;13;6;987;995,5;975,7;198;3;12;75;100;39;16,2;10;82;87;21;5904
201108;AT1;AT13;AT130;21,1;35,7;9,1;27,1;16;0;0;21;7;990,7;998,6;982,2;284;6;6;72;98;33;10,4;2;81;31;9;5904
201109;AT1;AT13;AT130;17,7;31,4;9,1;24;13,2;0;0;10;4;993,3;1005,3;979;248;5;6;76;100;38;11,2;4;84;22;7;5904
201110;AT1;AT13;AT130;10;25,8;0,3;14,4;7;0;0;2;0;997;1008,9;984,6;148;5;12;83;100;43;13;1;64;73;11;5904
201111;AT1;AT13;AT130;3,5;15,1;-2,9;6;1,6;16;1;0;0;1000,2;1011,6;986,1;72;2;18;90;100;52;10,4;0;60;0;0;5904
201112;AT1;AT13;AT130;3,9;12,1;-3,8;6,8;1,5;5;0;0;0;991;1012;958;45;0;21;81;100;51;13,3;8;90;18;12;5904
201201;AT1;AT13;AT130;2,6;10,7;-7,1;5,3;0,5;10;2;0;0;994,4;1005,9;965,3;93;0;10;76;100;41;18,4;13;81;91;18;5904
201202;AT1;AT13;AT130;-2,2;13,5;-15;1,3;-4,9;21;13;0;0;998,9;1009,2;971,5;128;2;9;73;100;36;16,9;8;100;26;12;5904
201203;AT1;AT13;AT130;8,5;21,6;-5;14;4,4;5;0;0;0;999,3;1011,5;978;223;10;9;68;100;31;13;5;73;27;6;5904
201204;AT1;AT13;AT130;11;30;-0,6;17,1;5,6;2;0;4;1;982,2;996,4;969;227;2;9;67;99;28;13,3;3;66;27;10;5904
201205;AT1;AT13;AT130;17,1;30,3;1,9;22,9;11,9;0;0;11;1;990,3;1003,4;978,6;280;2;6;63;98;35;14,4;4;74;38;13;5904
201206;AT1;AT13;AT130;20,6;35,6;7,1;26,3;15,2;0;0;19;7;989,3;999,1;974,2;255;3;8;68;100;34;12,6;5;82;68;18;5904
201207;AT1;AT13;AT130;21,6;34,9;12,8;27,1;17,3;0;0;21;11;990,7;1002,2;983,7;246;4;6;70;97;36;11,9;4;81;131;21;5904
201208;AT1;AT13;AT130;21,7;36,3;10,5;28,3;16,1;0;0;25;10;992,4;999,5;983,2;298;5;2;66;98;35;10,1;4;83;40;9;5904
201209;AT1;AT13;AT130;16,7;31;4,6;22,4;12,4;0;0;8;1;991,8;1000,3;977,9;202;2;6;73;99;37;11,9;2;69;45;9;5904
201210;AT1;AT13;AT130;10,1;25,5;-1,9;14,5;6,9;2;0;1;0;989,5;999,3;964,4;128;2;11;82;100;39;11,5;1;63;44;12;5904
201211;AT1;AT13;AT130;6,9;15,2;0;9,8;4,9;0;0;0;0;990,6;1007,9;965,3;63;2;15;86;99;54;11,5;6;92;20;10;5904
201212;AT1;AT13;AT130;0,8;11,8;-6,5;3,2;-1,1;19;4;0;0;990;1005,9;974,3;62;0;16;85;100;56;12,6;3;62;52;17;5904
201301;AT1;AT13;AT130;0,7;14,8;-9,7;3;-1,2;24;9;0;0;988,7;1007,1;970,9;25;0;22;85;100;43;14;7;92;103;20;5904
201302;AT1;AT13;AT130;1,3;10,8;-5,3;3,5;-0,3;16;2;0;0;988,7;1001,8;964,5;43;0;20;81;100;34;13,7;3;88;55;17;5904
201303;AT1;AT13;AT130;3;17,7;-6,5;7;0,4;15;3;0;0;984,5;999,4;968,5;138;2;18;73;100;39;14,4;6;75;39;15;5904
201304;AT1;AT13;AT130;11,7;28;-0,7;16,9;7,2;1;0;4;0;990,4;1003,1;977,2;208;1;12;68;97;36;11,5;1;71;13;6;5904
201305;AT1;AT13;AT130;15;25,9;7,2;19,7;11,2;0;0;2;0;986;997,6;973,8;214;1;9;73;98;37;14,8;6;73;136;19;5904
201306;AT1;AT13;AT130;18,7;33,4;6,9;23,3;14,3;0;0;13;5;991;1000,1;980,7;250;4;9;70;97;33;14,8;6;74;144;12;5904
201307;AT1;AT13;AT130;22,9;36,8;11,3;28,5;17,2;0;0;28;9;993,5;1002,2;984,1;385;8;0;59;91;35;11,5;2;69;11;1;5904
201308;AT1;AT13;AT130;21,3;38,5;11,2;27,4;16,3;0;0;17;12;992,7;1001,3;986,4;282;10;11;65;97;27;10,8;4;74;58;11;5904
201309;AT1;AT13;AT130;15,2;27;4,2;19,8;11,9;0;0;4;0;991,1;1002,7;975;156;2;12;74;98;39;13,7;3;66;90;14;5904
201310;AT1;AT13;AT130;11;22,5;1;15,5;7,9;0;0;0;0;994,3;1004,5;982,5;150;2;8;82;99;36;10,8;1;61;27;12;5904
201311;AT1;AT13;AT130;6,3;19,7;-1,7;9,1;4,1;2;0;0;0;990,6;1006,6;971,4;65;1;19;81;99;46;14;8;77;41;15;5904
201312;AT1;AT13;AT130;3,2;13,3;-3,2;5,9;1,2;9;3;0;0;998,8;1012,6;972,1;77;2;16;83;100;51;14;6;87;18;8;5904
201401;AT1;AT13;AT130;2,2;12,9;-9,8;4,9;0,3;13;4;0;0;988,2;999,3;975,1;62;1;20;86;100;43;11,9;2;70;8;10;5904
201402;AT1;AT13;AT130;4,1;13,1;-3,4;7,7;1,4;10;2;0;0;988,5;999,5;975,1;87;2;14;81;100;37;13,3;1;73;21;9;5904
201403;AT1;AT13;AT130;9,2;22,2;-0,1;15,2;4,8;1;0;0;0;991,5;1008,6;973,4;218;7;7;67;100;30;13,3;4;98;12;6;5904
201404;AT1;AT13;AT130;12,6;24,7;2,9;18,2;8,3;0;0;0;0;988,6;1000,7;981,1;203;0;12;72;98;30;12,6;1;74;66;13;5904
201405;AT1;AT13;AT130;14,9;28,6;4,7;19,8;10,7;0;0;6;0;989,5;996,7;982,3;231;0;10;70;99;33;16,2;7;68;189;18;5904
201406;AT1;AT13;AT130;19,6;33,2;10,5;25,2;14,2;0;0;15;4;991,3;997,3;982,4;304;4;7;59;96;34;11,5;0;56;33;7;5904
201407;AT1;AT13;AT130;21,9;33;12,5;27,2;17,1;0;0;25;8;988,3;1000,1;979;268;1;8;67;97;35;13;4;78;91;15;5904
201408;AT1;AT13;AT130;19;31,2;10;23,9;15,2;0;0;10;1;989,7;995,4;981,2;216;3;11;74;97;39;11,2;2;85;110;15;5904
201409;AT1;AT13;AT130;15,9;25,8;5;20,2;12,8;0;0;4;0;992,7;1004,5;985,2;154;0;12;83;98;50;12,2;2;62;109;13;5904
201410;AT1;AT13;AT130;12,2;22;0,6;15,9;9,7;0;0;0;0;993,9;1005,8;982;95;0;14;85;98;49;10,8;1;101;37;7;5904
201411;AT1;AT13;AT130;8,1;19;1,1;10,6;6,4;0;0;0;0;991;1003;977,6;55;0;20;88;98;44;13;2;63;34;11;5904
201412;AT1;AT13;AT130;3,9;15;-8,3;6,1;2,1;6;4;0;0;994,2;1010,4;979,7;75;1;16;78;98;43;16,6;9;99;43;15;5904
201501;AT1;AT13;AT130;3;17,7;-4,2;5,9;0,8;11;2;0;0;991,2;1008,7;952,1;57;0;20;81;99;40;15,5;12;96;71;19;5904
201502;AT1;AT13;AT130;2,3;10,5;-3,5;5,8;0;15;0;0;0;991,9;1015;966,5;116;3;9;80;99;42;14;3;82;37;8;5904
201503;AT1;AT13;AT130;6,6;16,7;-1,5;11,6;2,8;6;0;0;0;995,3;1009,7;972,2;151;4;12;69;99;34;13;5;99;40;12;5904
201504;AT1;AT13;AT130;11,2;25,9;0,3;17,3;6,2;0;0;2;0;993,5;1007;975,6;255;0;7;55;88;21;14,8;8;81;22;10;5904
201505;AT1;AT13;AT130;15,4;26,7;6,3;20,2;11,1;0;0;3;0;990,9;1004,6;981,8;178;0;15;68;93;30;13,3;1;65;48;17;5904
201506;AT1;AT13;AT130;20;32,3;10,1;25,6;14,7;0;0;19;5;993,2;1000,6;983;288;5;9;59;89;30;12,2;0;60;24;11;5904
201507;AT1;AT13;AT130;24,1;37,1;11,4;30,6;18,2;0;0;27;19;991;1001,9;982,2;310;4;3;55;93;22;10,8;6;85;34;13;5904
201508;AT1;AT13;AT130;23,6;36,9;11,4;30,2;18;0;0;22;16;991,3;999,2;982,4;298;8;8;59;98;18;10,8;0;58;44;9;5904
201509;AT1;AT13;AT130;16,1;33,5;7,4;21,1;12,6;0;0;5;2;992,9;1007,3;978,2;160;1;12;69;94;31;13,3;4;85;50;14;5904
201510;AT1;AT13;AT130;9,9;20,7;0,1;13,3;7,5;0;0;0;0;994,6;1011,6;985,4;84;3;19;85;100;45;11,2;0;54;80;12;5904
